title:your record name, start timestamp:1602278985.467800, stop timestamp:1602279015.762324, headset type:EPOC, headset serial:78958564, headset firmware:1e00, subject name:alzaabi.su, channels:38, sampling rate:128, samples:3875      , version:2.0
Timestamp,EEG.Counter,EEG.Interpolated,EEG.AF3,EEG.F7,EEG.F3,EEG.FC5,EEG.T7,EEG.P7,EEG.O1,EEG.O2,EEG.P8,EEG.T8,EEG.FC6,EEG.F4,EEG.F8,EEG.AF4,EEG.RawCq,EEG.Battery,MarkerIndex,MarkerType,MarkerValueInt,EEG.MarkerHardware,CQ.AF3,CQ.F7,CQ.F3,CQ.FC5,CQ.T7,CQ.P7,CQ.O1,CQ.O2,CQ.P8,CQ.T8,CQ.FC6,CQ.F4,CQ.F8,CQ.AF4,CQ.Overall
1602278985.467800,38.000000,0.000000,3858.974365,4533.333496,4157.436035,4193.846191,3953.333252,4526.153809,3896.923096,3816.410156,4244.615234,4084.615479,4121.025879,4230.256348,4011.281982,3940.512939,0.000000,4.000000,,,,0.000000,4.000000,4.000000,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,1.000000,4.000000,4.000000,4.000000,2.000000,25.000000
1602278985.475524,39.000000,0.000000,3848.205078,4530.256348,4158.974121,4188.205078,3933.333252,4528.717773,3888.205078,3812.307617,4234.358887,4068.718018,4109.230957,4224.615234,4007.179443,3933.846191,0.000000,4.000000,,,,0.000000,4.000000,4.000000,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,1.000000,4.000000,4.000000,4.000000,2.000000,25.000000
1602278985.483450,40.000000,0.000000,3845.641113,4538.974121,4157.436035,4194.358887,3936.923096,4537.948730,3890.256348,3802.051270,4223.077148,4065.641113,4120.000000,4225.641113,3998.461426,3935.384521,0.000000,4.000000,,,,0.000000,4.000000,4.000000,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,1.000000,4.000000,4.000000,4.000000,2.000000,25.000000
1602278985.491277,41.000000,0.000000,3864.102539,4550.256348,4160.512695,4208.717773,3950.769287,4549.743652,3910.769287,3818.974365,4247.179688,4072.820557,4136.410156,4244.102539,4013.333252,3947.179443,0.000000,4.000000,,,,0.000000,4.000000,4.000000,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,1.000000,4.000000,4.000000,4.000000,2.000000,25.000000
1602278985.499203,42.000000,0.000000,3864.102539,4533.333496,4161.025879,4202.051270,3929.743652,4547.179688,3919.487061,3826.153809,4258.461426,4068.205078,4135.897461,4246.153809,4022.051270,3942.051270,0.000000,4.000000,,,,0.000000,4.000000,4.000000,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,1.000000,4.000000,4.000000,4.000000,2.000000,25.000000
1602278985.507029,43.000000,0.000000,3851.281982,4514.358887,4157.436035,4183.077148,3917.435791,4541.025879,3908.718018,3812.820557,4241.538574,4058.974365,4129.230957,4233.846191,4003.589844,3933.333252,0.000000,4.000000,,,,0.000000,4.000000,4.000000,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,1.000000,4.000000,4.000000,4.000000,2.000000,25.000000
1602278985.514955,44.000000,0.000000,3854.871826,4521.538574,4154.871582,4181.025879,3938.974365,4544.102539,3896.410156,3820.512939,4248.205078,4053.333252,4124.102539,4233.333496,3991.281982,3935.897461,0.000000,4.000000,,,,0.000000,4.000000,4.000000,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,1.000000,4.000000,4.000000,4.000000,2.000000,25.000000
1602278985.522781,45.000000,0.000000,3858.461426,4536.410156,4158.974121,4191.794922,3937.435791,4551.282227,3906.666748,3830.769287,4263.589844,4046.666748,4125.128418,4240.000000,4003.076904,3937.948730,0.000000,4.000000,,,,0.000000,4.000000,4.000000,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,1.000000,4.000000,4.000000,4.000000,2.000000,25.000000
1602278985.530706,46.000000,0.000000,3852.307617,4543.077148,4161.538574,4192.307617,3920.000000,4555.384766,3923.076904,3818.974365,4252.820313,4040.000000,4134.871582,4237.948730,4018.461426,3933.333252,0.000000,4.000000,,,,0.000000,4.000000,4.000000,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,1.000000,4.000000,4.000000,4.000000,2.000000,25.000000
1602278985.538532,47.000000,0.000000,3853.846191,4532.307617,4159.487305,4187.179688,3926.666748,4541.538574,3906.153809,3811.281982,4240.000000,4031.281982,4130.256348,4226.666504,4013.333252,3933.846191,0.000000,4.000000,,,,0.000000,4.000000,4.000000,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,1.000000,4.000000,4.000000,4.000000,2.000000,25.000000
