,P7,O1,O2,P8,TIME
0,4602.564,3954.872,3858.462,4308.718,1603848527.6561
1,4599.487,3957.949,3862.051,4309.744,1603848527.664
2,4601.026,3961.538,3871.795,4314.359,1603848527.6718
3,4610.769,3964.103,3872.821,4320.0,1603848527.6797
4,4614.872,3965.641,3872.308,4327.692,1603848527.6876
5,4606.154,3963.077,3870.256,4325.641,1603848527.6955
6,4600.513,3958.462,3864.615,4316.923,1603848527.7033
7,4606.667,3961.538,3863.077,4320.0,1603848527.7112
8,4604.615,3960.0,3863.077,4322.564,1603848527.719
9,4593.333,3951.795,3857.436,4309.744,1603848527.7268
10,4600.513,3955.897,3856.41,4306.667,1603848527.7346
11,4610.256,3964.615,3859.487,4315.897,1603848527.7423
12,4598.974,3956.923,3853.333,4310.256,1603848527.7501
13,4594.872,3953.846,3852.821,4303.077,1603848527.7578
14,4603.59,3960.513,3855.897,4303.59,1603848527.7657
15,4599.487,3957.436,3849.231,4296.41,1603848527.7734
16,4597.949,3952.821,3847.692,4292.821,1603848527.7812
17,4605.128,3956.41,3855.897,4302.564,1603848527.7889
18,4599.487,3952.821,3857.436,4303.077,1603848527.7967
19,4595.897,3952.308,3860.513,4306.154,1603848527.8045
20,4605.128,3960.0,3867.692,4325.128,1603848527.8124
21,4608.205,3962.051,3870.256,4336.923,1603848527.8202
22,4607.179,3960.513,3869.744,4333.333,1603848527.8281
23,4608.718,3959.487,3868.718,4330.256,1603848527.8359
24,4604.615,3955.385,3863.077,4323.59,1603848527.8439
25,4603.077,3954.872,3860.513,4310.769,1603848527.8517
26,4605.641,3954.359,3856.923,4305.128,1603848527.8596
27,4600.513,3952.821,3853.333,4304.103,1603848527.8674
28,4596.923,3957.949,3856.923,4301.538,1603848527.8753
29,4600.513,3959.487,3861.026,4304.615,1603848527.8832
30,4601.538,3956.41,3865.641,4316.41,1603848527.8911
31,4602.564,3963.077,3873.333,4329.231,1603848527.8989
32,4608.205,3967.179,3875.385,4335.897,1603848527.9066
33,4602.051,3957.436,3869.231,4331.795,1603848527.9144
34,4591.795,3952.308,3865.641,4323.077,1603848527.9224
35,4591.282,3953.333,3862.564,4313.846,1603848527.9302
36,4596.41,3953.846,3859.487,4311.282,1603848527.9379
37,4601.538,3958.462,3863.077,4318.974,1603848527.9457
38,4607.692,3961.538,3867.692,4325.128,1603848527.9534
39,4605.641,3958.974,3865.641,4317.436,1603848527.9613
40,4599.487,3959.487,3861.026,4309.231,1603848527.969
41,4602.564,3964.103,3863.59,4313.846,1603848527.9768
42,4602.564,3960.0,3864.615,4312.821,1603848527.9845
43,4596.41,3954.872,3862.564,4305.128,1603848527.9923
44,4596.923,3956.923,3865.641,4310.769,1603848528.0001
45,4601.026,3961.026,3869.744,4320.0,1603848528.008
46,4601.538,3960.513,3866.667,4316.41,1603848528.0158
47,4602.051,3962.051,3865.128,4315.385,1603848528.0237
48,4600.513,3964.103,3867.179,4318.462,1603848528.0315
49,4595.897,3961.026,3860.513,4311.282,1603848528.0395
50,4599.487,3958.462,3853.846,4303.077,1603848528.0473
51,4606.667,3963.077,3861.026,4309.744,1603848528.0552
52,4601.538,3964.615,3863.077,4312.821,1603848528.063
53,4597.949,3960.0,3855.897,4304.103,1603848528.0709
54,4598.974,3956.41,3851.282,4298.974,1603848528.0788
55,4594.872,3952.821,3853.333,4306.154,1603848528.0867
56,4592.308,3948.718,3860.513,4313.846,1603848528.0945
57,4597.436,3949.744,3864.615,4317.436,1603848528.1022
58,4597.436,3949.744,3861.026,4318.974,1603848528.11
59,4586.667,3945.641,3859.487,4314.359,1603848528.1178
60,4585.128,3943.59,3861.026,4310.256,1603848528.1256
61,4589.744,3945.641,3856.923,4310.769,1603848528.1333
62,4592.308,3949.231,3857.436,4308.718,1603848528.1411
63,4590.769,3951.282,3862.051,4307.692,1603848528.1488
64,4590.256,3948.718,3859.487,4312.308,1603848528.1568
65,4590.769,3941.538,3852.821,4311.795,1603848528.1646
66,4588.205,3940.513,3852.308,4304.103,1603848528.1724
67,4589.744,3945.641,3852.821,4300.0,1603848528.1801
68,4601.538,3952.308,3856.41,4307.692,1603848528.188
69,4609.744,3959.487,3863.077,4322.051,1603848528.1959
70,4605.128,3960.0,3867.179,4330.256,1603848528.2038
71,4598.462,3953.333,3868.205,4326.667,1603848528.2116
72,4601.026,3951.795,3868.205,4323.077,1603848528.2195
73,4600.513,3954.359,3862.051,4322.051,1603848528.2274
74,4592.821,3947.692,3852.308,4310.769,1603848528.2353
75,4592.821,3940.0,3849.744,4301.538,1603848528.2431
76,4597.436,3942.564,3848.718,4303.59,1603848528.251
77,4593.846,3944.615,3845.128,4298.462,1603848528.2588
78,4590.769,3945.641,3847.179,4290.769,1603848528.2667
79,4598.462,3955.897,3858.974,4304.615,1603848528.2745
80,4603.59,3964.103,3866.154,4324.103,1603848528.2822
81,4599.487,3956.923,3858.974,4321.026,1603848528.29
82,4597.949,3950.769,3855.897,4312.821,1603848528.2977
83,4601.538,3952.821,3859.487,4316.923,1603848528.3056
84,4598.974,3950.256,3856.41,4314.872,1603848528.3133
85,4597.436,3945.641,3859.487,4312.821,1603848528.3211
86,4601.538,3949.231,3868.718,4322.051,1603848528.3288
87,4600.0,3951.795,3865.128,4322.564,1603848528.3366
88,4593.333,3947.692,3857.436,4311.282,1603848528.3444
89,4595.897,3948.205,3861.538,4311.282,1603848528.3522
90,4602.051,3954.872,3865.641,4317.949,1603848528.3599
91,4598.462,3956.41,3865.641,4318.974,1603848528.3678
92,4596.41,3954.359,3868.718,4321.538,1603848528.3756
93,4603.077,3957.949,3866.667,4326.154,1603848528.3836
94,4603.59,3961.538,3858.974,4318.462,1603848528.3914
95,4593.333,3957.436,3853.846,4305.128,1603848528.3993
96,4596.41,3958.974,3859.487,4311.282,1603848528.4071
97,4606.667,3961.026,3863.077,4319.487,1603848528.415
98,4604.103,3957.949,3860.513,4315.385,1603848528.4229
99,4599.487,3959.487,3862.051,4316.41,1603848528.4308
100,4599.487,3961.026,3863.59,4318.974,1603848528.4386
101,4593.333,3955.385,3858.462,4308.718,1603848528.4465
102,4595.385,3958.462,3858.462,4310.256,1603848528.4543
103,4606.667,3967.179,3864.615,4326.154,1603848528.4622
104,4609.744,3968.205,3862.564,4326.667,1603848528.4701
105,4606.154,3965.128,3857.949,4313.846,1603848528.4779
106,4606.154,3963.59,3859.487,4309.231,1603848528.4857
107,4603.077,3960.513,3861.026,4314.359,1603848528.4934
108,4597.949,3960.0,3860.513,4322.051,1603848528.5013
109,4599.487,3962.051,3862.564,4327.692,1603848528.509
110,4601.538,3962.564,3865.128,4328.205,1603848528.5168
111,4605.128,3962.051,3860.0,4325.641,1603848528.5245
112,4608.205,3957.949,3855.385,4320.0,1603848528.5323
113,4601.538,3951.282,3855.897,4317.949,1603848528.5401
114,4593.846,3949.231,3853.846,4320.0,1603848528.5479
115,4597.436,3952.308,3854.359,4318.462,1603848528.5556
116,4597.949,3953.333,3853.846,4310.256,1603848528.5635
117,4594.872,3955.897,3854.359,4310.256,1603848528.5713
118,4602.564,3962.051,3859.487,4318.974,1603848528.5793
119,4608.205,3965.641,3865.641,4327.179,1603848528.5871
120,4602.051,3961.538,3864.615,4327.692,1603848528.595
121,4597.436,3956.923,3862.051,4323.077,1603848528.6028
122,4599.487,3955.385,3863.59,4323.077,1603848528.6107
123,4598.462,3952.821,3862.051,4322.051,1603848528.6186
124,4593.846,3950.256,3860.0,4315.897,1603848528.6265
125,4601.026,3957.436,3864.615,4320.513,1603848528.6343
126,4613.333,3967.692,3869.744,4334.359,1603848528.642
127,4610.769,3963.077,3862.051,4325.641,1603848528.6498
128,4604.103,3957.949,3855.385,4309.744,1603848528.6576
129,4610.256,3965.641,3863.077,4314.359,1603848528.6654
130,4613.333,3965.128,3868.205,4326.667,1603848528.6731
131,4601.538,3954.872,3866.667,4331.795,1603848528.6809
132,4596.923,3954.872,3866.667,4328.718,1603848528.6886
133,4601.538,3958.974,3867.692,4325.641,1603848528.6965
134,4607.179,3961.026,3868.205,4329.744,1603848528.7042
135,4610.256,3965.641,3869.231,4332.308,1603848528.712
136,4609.744,3969.231,3871.282,4330.256,1603848528.7197
137,4612.308,3967.179,3871.795,4332.308,1603848528.7276
138,4613.846,3965.128,3870.256,4336.923,1603848528.7355
139,4605.641,3962.564,3865.128,4326.154,1603848528.7434
140,4602.051,3962.051,3866.154,4313.846,1603848528.7512
141,4605.128,3957.949,3866.667,4315.897,1603848528.7591
142,4601.026,3951.795,3856.41,4322.051,1603848528.7669
143,4602.564,3956.923,3854.872,4322.051,1603848528.7749
144,4610.769,3965.641,3867.692,4320.513,1603848528.7827
145,4609.231,3964.615,3874.872,4323.077,1603848528.7906
146,4607.692,3962.564,3870.769,4323.077,1603848528.7984
147,4610.256,3964.615,3870.769,4321.026,1603848528.8063
148,4603.59,3960.513,3868.718,4321.026,1603848528.8142
149,4599.487,3957.949,3863.59,4325.641,1603848528.8219
150,4600.0,3959.487,3861.538,4322.051,1603848528.8297
151,4598.974,3958.462,3860.0,4313.333,1603848528.8374
152,4604.615,3960.513,3861.538,4315.385,1603848528.8452
153,4613.333,3967.179,3871.795,4325.641,1603848528.853
154,4607.692,3967.179,3871.282,4322.051,1603848528.8608
155,4598.462,3958.462,3859.487,4310.769,1603848528.8685
156,4602.564,3956.923,3860.0,4314.359,1603848528.8763
157,4606.667,3958.974,3866.667,4322.564,1603848528.8841
158,4602.051,3957.949,3866.154,4320.513,1603848528.8919
159,4605.128,3960.513,3865.641,4320.513,1603848528.8996
160,4611.795,3962.051,3864.103,4323.59,1603848528.9074
161,4609.231,3957.436,3861.538,4318.974,1603848528.9151
162,4610.769,3957.949,3866.154,4321.538,1603848528.9231
163,4614.872,3965.128,3870.769,4327.692,1603848528.9309
164,4610.256,3966.667,3869.231,4324.103,1603848528.9388
165,4604.103,3965.128,3868.205,4319.487,1603848528.9466
166,4606.154,3966.667,3870.256,4324.103,1603848528.9545
167,4607.692,3967.179,3871.795,4327.692,1603848528.9624
168,4610.769,3968.205,3875.385,4332.308,1603848528.9703
169,4610.256,3966.154,3876.923,4333.846,1603848528.9781
170,4607.692,3965.641,3875.897,4327.692,1603848528.986
171,4613.846,3973.333,3874.359,4328.718,1603848528.9938
172,4616.923,3976.41,3871.282,4330.769,1603848529.0018
173,4607.179,3966.154,3864.103,4319.487,1603848529.0096
174,4601.538,3957.949,3855.385,4306.154,1603848529.0173
175,4605.128,3960.0,3857.436,4307.179,1603848529.0251
176,4605.128,3960.513,3866.667,4313.846,1603848529.0328
177,4608.205,3964.103,3871.282,4320.513,1603848529.0407
178,4609.744,3964.103,3866.154,4322.051,1603848529.0484
179,4600.0,3957.949,3861.026,4314.872,1603848529.0562
180,4595.897,3957.949,3863.59,4311.282,1603848529.0639
181,4604.103,3965.128,3868.205,4318.974,1603848529.0717
182,4606.667,3967.179,3867.179,4323.59,1603848529.0795
183,4602.051,3965.641,3864.103,4318.974,1603848529.0874
184,4599.487,3965.128,3860.513,4311.282,1603848529.0952
185,4602.564,3966.154,3858.974,4311.282,1603848529.1031
186,4603.59,3968.718,3863.59,4317.436,1603848529.1109
187,4602.051,3969.231,3865.641,4318.462,1603848529.1189
188,4598.462,3964.615,3857.949,4314.359,1603848529.1267
189,4598.462,3963.59,3856.41,4312.821,1603848529.1346
190,4596.41,3967.179,3858.974,4309.231,1603848529.1424
191,4593.333,3966.154,3860.0,4311.795,1603848529.1503
192,4601.026,3966.667,3863.59,4322.564,1603848529.1582
193,4610.256,3974.872,3864.103,4320.513,1603848529.1661
194,4612.308,3983.077,3861.026,4310.769,1603848529.1739
195,4606.154,3980.513,3859.487,4308.718,1603848529.1816
196,4602.051,3976.41,3861.538,4314.359,1603848529.1894
197,4601.538,3975.897,3863.077,4321.538,1603848529.1974
198,4602.051,3975.897,3866.667,4324.103,1603848529.2052
