title:your record name, start timestamp:1600980942.000681, stop timestamp:1600980952.112727, headset type:EPOC, headset serial:80820558, headset firmware:1e00, subject name:alzaabi.su, channels:38, sampling rate:128, samples:1294      , version:2.0
Timestamp,EEG.Counter,EEG.Interpolated,EEG.AF3,EEG.F7,EEG.F3,EEG.FC5,EEG.T7,EEG.P7,EEG.O1,EEG.O2,EEG.P8,EEG.T8,EEG.FC6,EEG.F4,EEG.F8,EEG.AF4,EEG.RawCq,EEG.Battery,MarkerIndex,MarkerType,MarkerValueInt,EEG.MarkerHardware,CQ.AF3,CQ.F7,CQ.F3,CQ.FC5,CQ.T7,CQ.P7,CQ.O1,CQ.O2,CQ.P8,CQ.T8,CQ.FC6,CQ.F4,CQ.F8,CQ.AF4,CQ.Overall
1600980942.000681,103.000000,0.000000,3913.333252,4644.615234,4177.436035,4268.205078,4013.333252,4612.307617,3943.589844,3900.512939,4317.436035,4064.615479,4243.589844,4152.820313,4085.128174,3976.923096,57.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,1.000000,58.333332
1600980942.008602,104.000000,0.000000,3912.307617,4642.051270,4183.589844,4266.666504,4018.974365,4624.615234,3948.205078,3904.102539,4321.538574,4061.538574,4241.025879,4150.256348,4084.102539,3973.333252,269.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,1.000000,58.333332
1600980942.016423,105.000000,0.000000,3904.615479,4637.436035,4176.922852,4259.487305,4018.461426,4627.692383,3945.641113,3890.256348,4318.974121,4043.076904,4233.333496,4145.641113,4078.461426,3970.256348,336.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,1.000000,58.333332
1600980942.024344,106.000000,0.000000,3905.128174,4632.820313,4174.358887,4256.922852,4019.487061,4613.333496,3942.564209,3891.794922,4318.461426,4042.564209,4231.794922,4146.153809,4077.435791,3972.307617,421.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,1.000000,58.333332
1600980942.032165,107.000000,0.000000,3924.615479,4651.282227,4189.743652,4275.384766,4028.205078,4624.102539,3959.487061,3917.948730,4336.922852,4068.205078,4244.615234,4162.563965,4095.384521,3978.974365,57.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,1.000000,58.333332
1600980942.040086,108.000000,0.000000,3928.205078,4659.487305,4190.769043,4284.102539,4031.794922,4648.205078,3970.769287,3920.512939,4351.282227,4076.410156,4248.717773,4170.769043,4101.025879,3977.435791,269.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,1.000000,58.333332
1600980942.047907,109.000000,0.000000,3901.538574,4635.384766,4168.205078,4265.128418,4020.512939,4631.794922,3952.307617,3892.307617,4324.615234,4061.538574,4234.358887,4156.410156,4080.512939,3972.307617,336.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,1.000000,58.333332
1600980942.055828,110.000000,0.000000,3904.102539,4638.461426,4173.846191,4265.641113,4020.000000,4613.846191,3947.692383,3894.358887,4312.820313,4061.025635,4237.436035,4154.871582,4084.615479,3974.358887,421.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,1.000000,58.333332
1600980942.063649,111.000000,0.000000,3932.307617,4658.461426,4200.512695,4285.128418,4025.641113,4627.692383,3960.512939,3916.410156,4337.948730,4065.128174,4251.282227,4169.230957,4105.641113,3980.000000,57.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,1.000000,58.333332
1600980942.071570,112.000000,0.000000,3937.948730,4652.820313,4202.051270,4282.051270,4022.564209,4635.897461,3957.435791,3914.358887,4347.179688,4061.538574,4249.230957,4171.794922,4104.102539,3980.000000,269.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,1.000000,58.333332
1600980942.079391,113.000000,0.000000,3921.025635,4639.487305,4181.025879,4264.102539,4012.307617,4623.077148,3945.128174,3898.974365,4323.077148,4061.538574,4240.512695,4164.102539,4088.718018,3977.435791,336.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,1.000000,58.333332
1600980942.087112,114.000000,0.000000,3920.512939,4646.153809,4174.871582,4270.256348,4014.358887,4621.025879,3949.230713,3906.153809,4314.358887,4069.743652,4245.641113,4166.666504,4094.358887,3973.333252,421.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,1.000000,58.333332
1600980942.094934,115.000000,0.000000,3933.846191,4653.333496,4192.307617,4279.487305,4021.538574,4621.025879,3954.871826,3917.948730,4330.769043,4066.666748,4251.282227,4171.794922,4106.153809,3974.358887,57.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,1.000000,58.333332
1600980942.102655,116.000000,0.000000,3934.871826,4647.692383,4213.333496,4269.743652,4018.461426,4613.333496,3950.256348,3913.333252,4337.436035,4060.000000,4247.179688,4168.205078,4101.025879,3980.000000,269.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,1.000000,58.333332
1600980942.110475,117.000000,0.000000,3926.666748,4642.563965,4213.846191,4262.051270,4007.692383,4617.948730,3948.718018,3907.692383,4327.179688,4064.102539,4242.051270,4166.666504,4094.358887,3983.076904,336.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,1.000000,58.333332
1600980942.118196,118.000000,0.000000,3931.281982,4654.358887,4206.666504,4272.307617,4005.641113,4634.358887,3955.897461,3908.718018,4326.666504,4065.128174,4248.717773,4173.846191,4099.487305,3982.051270,421.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,1.000000,58.333332
1600980942.126017,119.000000,0.000000,3942.051270,4664.102539,4208.717773,4275.897461,4020.000000,4638.461426,3957.435791,3909.230713,4337.436035,4057.948730,4253.846191,4176.922852,4104.615234,3984.615479,57.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,1.000000,58.333332
1600980942.133738,120.000000,0.000000,3942.051270,4658.974121,4212.820313,4268.717773,4030.256348,4633.846191,3960.000000,3913.846191,4340.512695,4062.051270,4250.769043,4175.384766,4103.077148,3985.641113,269.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,1.000000,58.333332
1600980942.141559,121.000000,0.000000,3941.538574,4665.641113,4210.769043,4276.922852,4028.205078,4638.974121,3969.230713,3921.025635,4341.538574,4071.794922,4251.794922,4175.897461,4105.128418,3982.564209,336.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,1.000000,58.333332
1600980942.149280,122.000000,0.000000,3932.820557,4659.487305,4194.358887,4273.846191,4014.358887,4633.333496,3954.358887,3902.051270,4328.205078,4052.820557,4243.077148,4160.512695,4091.281982,3976.410156,421.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,1.000000,58.333332
