,P7,O1,O2,P8,TIME
0,4639.487,3989.231,3944.615,4331.795,1603039297.9967
1,4644.103,3987.692,3944.103,4337.949,1603039298.0045
2,4648.205,3986.154,3944.615,4339.487,1603039298.0123
3,4650.256,3985.641,3945.128,4337.949,1603039298.0201
4,4654.872,3995.385,3954.872,4344.103,1603039298.028
5,4649.744,4001.538,3959.487,4350.769,1603039298.0358
6,4639.487,3998.462,3951.282,4351.282,1603039298.0435
7,4641.026,3999.487,3949.231,4345.128,1603039298.0514
8,4644.103,4000.0,3950.256,4333.333,1603039298.0591
9,4643.59,3992.821,3944.615,4332.308,1603039298.0669
10,4641.026,3990.769,3942.051,4338.462,1603039298.0746
11,4635.385,3995.897,3948.205,4339.487,1603039298.0824
12,4635.897,3996.41,3948.718,4337.436,1603039298.0902
13,4644.615,3993.846,3941.026,4334.359,1603039298.098
14,4647.692,3996.923,3942.051,4334.359,1603039298.1057
15,4645.641,4000.0,3951.795,4342.564,1603039298.1136
16,4650.256,4000.0,3954.872,4347.179,1603039298.1215
17,4655.897,4000.0,3954.872,4345.641,1603039298.1294
18,4649.231,3998.462,3954.359,4343.077,1603039298.1372
19,4639.487,3996.41,3948.718,4341.026,1603039298.1451
20,4640.513,3997.949,3947.692,4341.538,1603039298.1529
21,4641.026,3993.846,3952.821,4341.026,1603039298.1609
22,4633.333,3987.179,3949.231,4336.923,1603039298.1687
23,4637.436,3991.282,3947.179,4338.462,1603039298.1766
24,4647.179,3999.487,3952.308,4344.615,1603039298.1844
25,4642.051,3996.923,3952.308,4343.59,1603039298.1923
26,4636.923,3993.846,3949.744,4339.487,1603039298.2002
27,4641.026,3997.436,3949.231,4339.487,1603039298.2079
28,4640.513,3993.333,3949.231,4335.385,1603039298.2157
29,4635.897,3982.564,3949.744,4328.718,1603039298.2234
30,4636.923,3987.179,3950.769,4334.872,1603039298.2312
31,4641.538,3996.923,3952.308,4342.051,1603039298.239
32,4644.103,3992.308,3954.359,4340.0,1603039298.2468
33,4642.564,3986.667,3954.359,4338.974,1603039298.2545
34,4637.949,3988.718,3951.795,4337.949,1603039298.2623
35,4635.897,3991.795,3949.744,4332.308,1603039298.27
36,4636.41,3993.333,3947.179,4328.205,1603039298.2779
37,4643.077,3996.923,3943.59,4329.744,1603039298.2856
38,4641.538,3995.385,3943.077,4330.769,1603039298.2935
39,4633.846,3990.769,3945.128,4331.282,1603039298.3013
40,4640.513,3993.333,3949.231,4333.333,1603039298.3092
41,4649.231,3999.487,3951.795,4335.897,1603039298.3171
42,4638.974,3995.385,3946.667,4335.897,1603039298.325
43,4632.308,3986.154,3943.077,4335.385,1603039298.3328
44,4638.462,3986.667,3947.692,4337.436,1603039298.3407
45,4640.513,3993.846,3952.308,4338.974,1603039298.3485
46,4642.564,4000.0,3950.769,4338.462,1603039298.3565
47,4646.154,4002.051,3944.103,4333.846,1603039298.3643
48,4640.0,3996.923,3935.897,4325.641,1603039298.372
49,4637.949,3989.744,3937.949,4322.051,1603039298.3798
50,4642.564,3990.256,3945.128,4326.154,1603039298.3876
51,4637.436,3991.282,3944.103,4334.359,1603039298.3954
52,4631.795,3983.59,3945.128,4338.462,1603039298.4031
53,4638.974,3984.103,3952.308,4335.385,1603039298.4109
54,4643.59,3996.41,3953.333,4334.872,1603039298.4186
55,4642.051,4000.513,3951.282,4341.026,1603039298.4265
56,4647.692,3997.436,3953.333,4342.564,1603039298.4342
57,4647.179,3996.41,3949.231,4334.872,1603039298.442
58,4637.436,3995.385,3944.615,4332.308,1603039298.4497
59,4635.897,3993.846,3946.667,4332.308,1603039298.4575
60,4637.436,3991.795,3943.59,4326.154,1603039298.4653
61,4635.385,3987.179,3938.974,4322.051,1603039298.4732
