title:your record name, start timestamp:1600979697.411619, stop timestamp:1600979707.507618, headset type:EPOC, headset serial:78816572, headset firmware:1e00, subject name:alzaabi.su, channels:38, sampling rate:128, samples:1292      , version:2.0
Timestamp,EEG.Counter,EEG.Interpolated,EEG.AF3,EEG.F7,EEG.F3,EEG.FC5,EEG.T7,EEG.P7,EEG.O1,EEG.O2,EEG.P8,EEG.T8,EEG.FC6,EEG.F4,EEG.F8,EEG.AF4,EEG.RawCq,EEG.Battery,MarkerIndex,MarkerType,MarkerValueInt,EEG.MarkerHardware,CQ.AF3,CQ.F7,CQ.F3,CQ.FC5,CQ.T7,CQ.P7,CQ.O1,CQ.O2,CQ.P8,CQ.T8,CQ.FC6,CQ.F4,CQ.F8,CQ.AF4,CQ.Overall
1600979697.411619,7.000000,0.000000,4045.128174,4979.487305,4303.589844,4382.051270,4156.410156,4749.230957,4105.641113,4033.333252,4743.077148,4197.948730,4461.025879,4290.256348,4218.974121,4137.948730,388.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,2.000000,66.666664
1600979697.419339,8.000000,0.000000,4040.000000,4965.641113,4300.000000,4378.461426,4147.179688,4729.743652,4098.461426,4020.512939,4752.307617,4187.179688,4460.000000,4280.512695,4212.307617,4133.846191,383.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,2.000000,66.666664
1600979697.427160,9.000000,0.000000,4043.589844,4973.333496,4311.794922,4386.153809,4155.384766,4738.974121,4102.051270,4040.512939,4771.282227,4210.769043,4474.871582,4287.179688,4226.153809,4141.025879,396.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,2.000000,66.666664
1600979697.434880,10.000000,0.000000,4035.384521,4971.282227,4313.333496,4373.846191,4138.974121,4748.205078,4096.922852,4041.025635,4754.358887,4203.077148,4466.666504,4292.307617,4224.102539,4134.358887,431.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,2.000000,66.666664
1600979697.442800,11.000000,0.000000,4026.666748,4957.948730,4306.153809,4358.461426,4125.128418,4743.077148,4094.358887,4028.718018,4742.051270,4184.615234,4451.282227,4289.230957,4211.794922,4124.615234,176.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,2.000000,66.666664
1600979697.450621,12.000000,0.000000,4029.230713,4948.717773,4306.666504,4362.563965,4143.077148,4745.641113,4104.615234,4035.384521,4764.615234,4197.436035,4458.461426,4288.205078,4208.717773,4129.230957,289.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,2.000000,66.666664
1600979697.458541,13.000000,0.000000,4033.333252,4953.846191,4305.641113,4371.282227,4148.205078,4738.974121,4100.512695,4042.564209,4769.230957,4209.230957,4463.589844,4283.589844,4203.589844,4132.820313,339.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,2.000000,66.666664
1600979697.466361,14.000000,0.000000,4039.487061,4980.000000,4300.000000,4381.025879,4135.897461,4726.666504,4091.281982,4033.846191,4738.974121,4184.102539,4448.717773,4275.897461,4188.717773,4125.641113,431.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,2.000000,66.666664
1600979697.474282,15.000000,0.000000,4044.102539,5011.282227,4297.948730,4389.230957,4139.487305,4741.538574,4096.410156,4020.000000,4730.256348,4167.179688,4434.871582,4273.846191,4172.820313,4116.922852,176.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,2.000000,66.666664
1600979697.482102,16.000000,0.000000,4034.358887,5025.641113,4294.871582,4387.692383,4143.077148,4744.615234,4089.230713,4007.179443,4742.563965,4170.769043,4421.025879,4264.615234,4138.461426,4108.717773,0.000000,4.000000,,,,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,2.000000,66.666664
