,P7,O1,O2,P8,TIME
0,4620.513,3965.641,3910.256,4327.692,1603841712.2596
1,4607.692,3954.359,3896.41,4315.897,1603841712.2673
2,4631.795,3974.872,3897.436,4313.846,1603841712.2751
3,4646.667,3983.59,3901.026,4317.949,1603841712.2828
4,4623.077,3962.564,3895.897,4313.333,1603841712.2906
5,4607.179,3950.769,3894.359,4317.436,1603841712.2984
6,4620.0,3960.0,3895.385,4320.513,1603841712.3062
7,4627.692,3960.0,3889.744,4305.128,1603841712.3139
8,4616.923,3950.256,3884.103,4293.333,1603841712.3217
9,4608.718,3948.205,3892.821,4307.692,1603841712.3294
10,4620.513,3951.282,3902.051,4319.487,1603841712.3374
11,4624.103,3950.256,3897.436,4310.769,1603841712.3452
12,4605.641,3946.667,3892.308,4303.59,1603841712.353
13,4604.615,3949.231,3898.462,4310.256,1603841712.3607
14,4607.692,3946.154,3898.974,4306.154,1603841712.3686
15,4587.692,3934.359,3888.205,4287.692,1603841712.3765
16,4584.103,3931.795,3883.077,4283.59,1603841712.3844
17,4615.385,3949.744,3889.744,4294.872,1603841712.3922
18,4621.538,3961.026,3897.949,4302.564,1603841712.4001
19,4591.795,3942.051,3897.436,4302.051,1603841712.4079
20,4594.359,3933.333,3897.436,4308.718,1603841712.4159
21,4618.462,3945.128,3896.923,4312.308,1603841712.4237
22,4608.205,3942.564,3886.667,4305.128,1603841712.4316
23,4594.359,3937.436,3879.487,4296.41,1603841712.4394
24,4612.308,3951.795,3884.615,4295.385,1603841712.4471
25,4618.462,3956.41,3889.744,4306.154,1603841712.455
26,4610.769,3950.769,3894.359,4318.974,1603841712.4627
27,4603.59,3942.051,3895.385,4303.59,1603841712.4705
28,4592.821,3935.385,3893.846,4286.154,1603841712.4782
29,4608.718,3955.385,3904.103,4311.795,1603841712.486
30,4637.436,3969.744,3910.256,4335.897,1603841712.4938
31,4622.564,3944.103,3895.897,4320.513,1603841712.5016
32,4600.513,3943.077,3892.821,4306.667,1603841712.5093
33,4613.846,3973.333,3904.103,4309.231,1603841712.5171
34,4623.077,3966.667,3902.564,4314.872,1603841712.5249
35,4614.872,3950.769,3895.897,4312.308,1603841712.5327
36,4611.282,3969.744,3898.974,4300.513,1603841712.5404
37,4628.718,3992.821,3917.949,4325.641,1603841712.5483
38,4646.667,3987.179,3933.846,4365.641,1603841712.5561
39,4627.692,3967.692,3922.051,4353.846,1603841712.5641
40,4611.795,3964.615,3905.641,4325.641,1603841712.5719
41,4622.051,3970.256,3910.769,4329.744,1603841712.5798
42,4625.128,3971.282,3911.282,4326.667,1603841712.5876
43,4625.641,3977.949,3900.513,4312.308,1603841712.5955
44,4621.026,3981.538,3897.436,4316.923,1603841712.6034
45,4610.769,3975.385,3903.59,4328.205,1603841712.6113
46,4619.487,3973.333,3908.718,4334.872,1603841712.6192
47,4625.641,3968.718,3903.59,4329.231,1603841712.627
48,4614.359,3961.538,3898.462,4318.462,1603841712.6348
49,4629.231,3973.333,3906.154,4328.205,1603841712.6426
50,4645.128,3982.564,3907.692,4332.308,1603841712.6505
51,4626.154,3972.821,3896.41,4306.667,1603841712.6583
52,4613.846,3966.154,3894.359,4298.974,1603841712.6661
53,4611.795,3964.103,3902.051,4318.974,1603841712.6738
54,4608.718,3963.59,3903.077,4326.667,1603841712.6817
55,4614.359,3963.077,3903.59,4315.385,1603841712.6894
56,4621.538,3964.103,3905.641,4310.256,1603841712.6972
57,4628.205,3972.821,3905.641,4319.487,1603841712.7049
58,4634.872,3977.949,3905.128,4331.795,1603841712.7128
59,4628.718,3969.744,3905.641,4333.846,1603841712.7207
60,4619.487,3962.564,3909.231,4335.897,1603841712.7286
61,4616.923,3959.487,3910.256,4336.41,1603841712.7364
62,4618.462,3968.205,3908.718,4325.128,1603841712.7443
63,4628.205,3985.128,3908.718,4324.103,1603841712.7521
64,4623.077,3971.282,3897.949,4317.949,1603841712.7601
65,4611.282,3948.205,3881.026,4296.923,1603841712.7679
66,4628.205,3965.641,3888.718,4304.103,1603841712.7758
67,4635.897,3975.385,3905.128,4322.051,1603841712.7836
68,4608.205,3950.256,3898.462,4309.744,1603841712.7915
69,4603.59,3953.333,3890.769,4301.026,1603841712.7994
70,4626.667,3975.897,3897.949,4312.308,1603841712.8071
71,4622.051,3961.026,3894.359,4313.333,1603841712.8149
72,4596.923,3931.282,3883.59,4311.282,1603841712.8226
73,4605.641,3944.103,3893.846,4323.59,1603841712.8304
74,4636.923,3976.41,3910.256,4327.692,1603841712.8382
75,4640.513,3976.41,3905.641,4317.436,1603841712.846
76,4620.513,3956.923,3890.256,4304.103,1603841712.8537
77,4622.564,3956.41,3891.282,4302.564,1603841712.8616
78,4628.205,3964.615,3900.513,4307.179,1603841712.8694
79,4606.154,3947.179,3889.231,4296.41,1603841712.8773
80,4599.487,3936.41,3882.051,4291.282,1603841712.885
81,4620.513,3956.41,3903.077,4312.821,1603841712.8929
82,4625.128,3970.256,3918.462,4331.795,1603841712.9007
83,4621.026,3970.769,3912.821,4335.385,1603841712.9086
84,4623.59,3969.744,3911.795,4342.564,1603841712.9165
85,4614.359,3958.462,3913.333,4334.872,1603841712.9244
86,4609.744,3947.692,3905.128,4317.949,1603841712.9322
87,4618.974,3952.821,3896.923,4313.333,1603841712.9401
88,4613.846,3957.436,3891.795,4298.974,1603841712.948
89,4607.179,3961.026,3887.692,4286.667,1603841712.9559
90,4626.154,3981.026,3893.333,4306.154,1603841712.9637
91,4639.487,3985.641,3899.487,4312.821,1603841712.9716
92,4632.308,3971.282,3903.077,4306.154,1603841712.9794
93,4627.692,3971.795,3908.205,4324.103,1603841712.9872
94,4623.59,3976.923,3910.769,4330.769,1603841712.995
95,4617.436,3971.282,3908.205,4310.256,1603841713.0027
96,4617.949,3968.205,3909.231,4320.513,1603841713.0105
97,4628.205,3976.923,3914.872,4347.179,1603841713.0182
98,4638.974,3981.026,3916.41,4346.667,1603841713.0261
99,4638.462,3974.359,3920.0,4338.974,1603841713.0338
100,4633.846,3978.462,3924.103,4339.487,1603841713.0416
101,4635.385,3991.282,3922.051,4337.436,1603841713.0493
102,4630.769,3981.538,3911.282,4327.692,1603841713.0571
103,4615.385,3954.359,3897.949,4320.0,1603841713.0649
104,4612.821,3945.641,3894.872,4316.41,1603841713.0727
105,4626.154,3953.846,3901.026,4317.949,1603841713.0804
106,4632.308,3958.462,3906.667,4327.692,1603841713.0883
107,4634.872,3969.744,3909.744,4340.513,1603841713.0961
108,4636.923,3978.974,3908.205,4333.846,1603841713.1041
109,4631.282,3976.923,3907.692,4317.949,1603841713.1119
110,4627.692,3972.308,3909.744,4323.59,1603841713.1198
111,4633.333,3971.795,3906.667,4331.795,1603841713.1276
112,4632.308,3965.641,3897.436,4323.59,1603841713.1355
113,4624.615,3957.436,3897.949,4318.974,1603841713.1434
114,4616.923,3951.795,3895.897,4303.077,1603841713.1513
115,4616.41,3950.769,3890.769,4290.256,1603841713.1591
