,P7,O1,O2,P8,TIME
0,4612.308,3960.513,3895.897,4314.872,1603753193.1034
1,4618.462,3965.128,3900.513,4316.923,1603753193.1112
2,4619.487,3966.154,3901.538,4320.0,1603753193.119
3,4608.205,3958.974,3895.897,4313.846,1603753193.1268
4,4603.59,3958.974,3901.538,4311.282,1603753193.1345
5,4608.205,3965.641,3906.667,4314.359,1603753193.1424
6,4607.692,3964.615,3895.385,4308.718,1603753193.1502
7,4605.641,3960.0,3888.718,4303.077,1603753193.1582
8,4606.154,3959.487,3895.897,4307.179,1603753193.166
9,4602.564,3960.0,3897.949,4311.795,1603753193.1739
10,4600.513,3955.385,3889.231,4310.256,1603753193.1817
11,4609.231,3950.769,3887.179,4310.256,1603753193.1896
12,4615.897,3950.256,3890.256,4312.821,1603753193.1975
13,4608.718,3950.256,3887.692,4311.282,1603753193.2054
14,4605.641,3951.795,3889.231,4310.769,1603753193.2132
15,4614.359,3955.897,3895.897,4314.359,1603753193.2211
16,4620.0,3956.41,3891.282,4314.359,1603753193.2289
17,4611.795,3951.282,3882.564,4309.231,1603753193.2367
18,4606.667,3950.256,3890.769,4313.333,1603753193.2445
19,4609.231,3950.769,3902.564,4323.077,1603753193.2522
20,4607.692,3951.282,3899.487,4323.59,1603753193.26
21,4605.128,3953.846,3895.385,4317.436,1603753193.2677
22,4609.231,3954.359,3902.051,4319.487,1603753193.2756
23,4610.256,3953.846,3900.513,4319.487,1603753193.2833
24,4601.538,3953.333,3891.282,4312.308,1603753193.2911
25,4598.974,3952.308,3893.846,4312.308,1603753193.2988
26,4609.744,3953.333,3899.487,4318.462,1603753193.3067
27,4616.923,3955.897,3898.462,4319.487,1603753193.3144
28,4613.846,3955.897,3899.487,4317.949,1603753193.3223
29,4609.231,3955.385,3899.487,4319.487,1603753193.3301
30,4608.718,3953.333,3893.333,4319.487,1603753193.338
31,4609.744,3949.231,3895.385,4317.949,1603753193.3459
32,4608.205,3948.718,3903.59,4317.436,1603753193.3538
33,4609.744,3952.308,3901.026,4313.333,1603753193.3616
34,4611.795,3951.795,3888.205,4306.154,1603753193.3695
35,4610.256,3948.718,3880.513,4304.103,1603753193.3773
36,4603.077,3947.692,3882.051,4308.205,1603753193.3853
37,4601.538,3952.821,3890.256,4314.872,1603753193.3931
38,4611.795,3960.0,3901.538,4324.103,1603753193.401
39,4620.0,3963.59,3907.692,4331.282,1603753193.4088
40,4620.0,3958.974,3905.641,4329.231,1603753193.4167
41,4619.487,3954.359,3901.538,4321.026,1603753193.4246
42,4615.897,3955.385,3900.0,4314.872,1603753193.4323
43,4608.718,3954.872,3892.821,4309.231,1603753193.4401
44,4608.718,3955.385,3886.667,4309.231,1603753193.4478
45,4615.385,3962.564,3894.872,4314.872,1603753193.4556
46,4619.487,3966.667,3907.179,4323.59,1603753193.4634
47,4616.41,3957.436,3903.077,4324.103,1603753193.4712
48,4615.897,3954.872,3900.513,4322.051,1603753193.4789
49,4619.487,3963.59,3908.718,4327.692,1603753193.4868
50,4615.385,3962.564,3907.179,4330.256,1603753193.4946
51,4613.333,3959.487,3904.615,4327.692,1603753193.5025
52,4626.667,3970.256,3914.872,4333.846,1603753193.5102
53,4632.308,3976.41,3918.462,4337.436,1603753193.5181
54,4622.051,3966.154,3912.821,4331.282,1603753193.5259
55,4616.923,3962.051,3913.333,4327.692,1603753193.5338
56,4621.026,3967.179,3915.385,4330.769,1603753193.5417
57,4629.231,3974.359,3916.41,4334.872,1603753193.5496
58,4631.282,3976.923,3920.513,4336.41,1603753193.5574
59,4622.564,3974.359,3915.897,4328.718,1603753193.5653
60,4617.949,3971.282,3909.231,4322.564,1603753193.5732
61,4619.487,3969.231,3910.769,4324.103,1603753193.5811
62,4614.872,3967.179,3909.744,4320.513,1603753193.5889
63,4618.462,3975.385,3910.769,4321.538,1603753193.5966
64,4632.308,3985.128,3917.436,4329.744,1603753193.6044
65,4631.282,3983.59,3918.974,4334.872,1603753193.6122
66,4618.974,3978.462,3916.41,4335.385,1603753193.62
67,4617.436,3973.333,3917.436,4338.974,1603753193.6277
68,4619.487,3967.179,3911.795,4339.487,1603753193.6355
69,4615.385,3964.615,3904.615,4334.359,1603753193.6432
70,4613.333,3964.615,3907.692,4328.205,1603753193.6511
71,4620.513,3964.615,3909.231,4325.641,1603753193.6588
72,4622.564,3962.051,3902.564,4322.564,1603753193.6666
73,4612.308,3953.333,3898.462,4318.462,1603753193.6743
74,4605.641,3948.205,3896.41,4316.923,1603753193.6821
75,4605.641,3953.333,3889.231,4311.795,1603753193.6899
76,4606.667,3959.487,3888.205,4308.718,1603753193.6978
77,4611.795,3962.564,3899.487,4321.026,1603753193.7056
78,4621.026,3966.154,3911.282,4335.897,1603753193.7135
79,4626.154,3965.641,3914.359,4337.436,1603753193.7213
80,4626.667,3965.128,3916.923,4341.026,1603753193.7293
81,4625.128,3967.692,3921.026,4348.205,1603753193.7371
82,4624.103,3967.692,3921.026,4347.179,1603753193.745
83,4620.513,3964.103,3911.795,4336.41,1603753193.7528
84,4615.385,3960.0,3901.026,4324.615,1603753193.7607
85,4613.333,3960.0,3897.949,4321.026,1603753193.7687
86,4618.462,3969.744,3900.0,4327.179,1603753193.7765
87,4627.692,3976.923,3904.103,4331.282,1603753193.7843
88,4631.282,3972.308,3905.641,4330.256,1603753193.792
89,4627.179,3966.667,3903.59,4330.256,1603753193.7998
90,4623.59,3966.667,3902.051,4328.718,1603753193.8076
91,4624.103,3968.205,3906.154,4326.154,1603753193.8154
92,4629.744,3971.795,3917.436,4331.795,1603753193.8231
93,4640.513,3982.051,3931.282,4342.564,1603753193.8309
94,4645.128,3990.769,3937.949,4344.103,1603753193.8386
95,4637.436,3989.231,3931.795,4339.487,1603753193.8465
96,4627.179,3975.385,3919.487,4335.897,1603753193.8542
97,4621.538,3964.103,3914.359,4331.282,1603753193.862
98,4613.846,3962.051,3914.359,4326.154,1603753193.8697
99,4615.385,3963.59,3915.897,4332.308,1603753193.8777
100,4629.744,3966.154,3922.564,4344.103,1603753193.8855
101,4633.846,3968.718,3934.359,4347.692,1603753193.8934
102,4624.615,3967.692,3934.872,4343.077,1603753193.9012
103,4624.103,3967.692,3924.103,4339.487,1603753193.9091
104,4625.641,3965.641,3917.949,4335.897,1603753193.917
105,4618.974,3958.462,3915.385,4327.179,1603753193.9249
106,4615.897,3954.872,3908.718,4318.974,1603753193.9327
107,4616.41,3958.462,3903.59,4316.923,1603753193.9406
108,4613.846,3957.949,3902.564,4317.949,1603753193.9484
109,4612.308,3955.897,3905.128,4318.462,1603753193.9564
110,4616.41,3960.0,3909.231,4320.513,1603753193.9642
111,4616.923,3963.077,3910.256,4323.59,1603753193.9719
112,4610.769,3961.538,3909.744,4324.615,1603753193.9797
113,4612.821,3961.538,3909.231,4325.641,1603753193.9874
114,4623.077,3964.615,3906.154,4326.154,1603753193.9953
115,4625.128,3965.641,3904.615,4324.103,1603753194.003
116,4622.051,3964.103,3904.615,4323.59,1603753194.0108
117,4625.641,3965.128,3905.641,4329.231,1603753194.0185
118,4627.179,3965.641,3910.256,4335.385,1603753194.0263
119,4624.103,3965.128,3912.308,4337.436,1603753194.0341
120,4621.538,3963.59,3907.692,4336.41,1603753194.0419
121,4615.897,3960.513,3904.103,4330.769,1603753194.0496
122,4613.333,3956.923,3902.564,4328.205,1603753194.0575
123,4615.385,3957.949,3901.538,4333.846,1603753194.0653
124,4616.41,3964.103,3904.615,4336.923,1603753194.0733
125,4619.487,3968.205,3907.692,4337.436,1603753194.0811
126,4618.974,3964.615,3902.051,4336.41,1603753194.089
127,4617.949,3961.538,3897.949,4332.308,1603753194.0968
128,4622.564,3964.615,3900.513,4331.795,1603753194.1047
129,4625.128,3969.231,3904.103,4335.897,1603753194.1126
130,4618.462,3966.154,3902.564,4332.308,1603753194.1205
131,4616.41,3962.051,3900.0,4328.718,1603753194.1283
132,4621.026,3963.59,3902.564,4334.359,1603753194.1362
133,4621.026,3966.667,3905.641,4337.436,1603753194.1441
134,4617.436,3966.154,3905.641,4335.897,1603753194.1518
135,4617.949,3963.59,3901.538,4333.333,1603753194.1596
136,4618.462,3965.641,3896.923,4328.718,1603753194.1673
137,4612.821,3968.205,3896.923,4326.667,1603753194.1751
138,4610.769,3966.154,3899.487,4327.692,1603753194.1829
139,4618.462,3967.179,3900.513,4326.667,1603753194.1907
140,4625.641,3972.821,3903.077,4329.231,1603753194.1984
141,4624.103,3973.333,3907.179,4335.897,1603753194.2062
142,4623.077,3970.769,3908.205,4337.949,1603753194.2139
143,4620.513,3968.205,3905.128,4330.256,1603753194.2218
144,4612.821,3964.615,3900.0,4324.615,1603753194.2295
145,4609.744,3964.103,3895.897,4324.615,1603753194.2373
146,4615.385,3967.179,3896.41,4325.641,1603753194.245
147,4618.462,3968.205,3898.974,4324.615,1603753194.2529
148,4614.359,3966.154,3900.0,4324.103,1603753194.2608
149,4606.667,3961.538,3897.436,4321.538,1603753194.2687
150,4606.154,3958.974,3893.333,4319.487,1603753194.2765
151,4610.256,3960.0,3889.231,4322.051,1603753194.2844
152,4609.744,3959.487,3892.308,4324.615,1603753194.2922
153,4611.282,3960.0,3900.0,4326.154,1603753194.3002
154,4620.0,3962.051,3900.513,4328.718,1603753194.308
155,4623.59,3962.051,3896.923,4330.256,1603753194.3159
156,4620.0,3961.026,3901.026,4330.256,1603753194.3237
157,4621.538,3965.128,3905.128,4332.308,1603753194.3314
158,4622.564,3966.154,3902.564,4332.821,1603753194.3394
159,4619.487,3963.59,3900.513,4330.256,1603753194.3472
160,4615.385,3961.026,3900.513,4328.205,1603753194.355
161,4612.821,3960.0,3899.487,4328.205,1603753194.3627
162,4614.359,3961.026,3900.0,4326.667,1603753194.3706
163,4620.0,3964.103,3901.538,4327.692,1603753194.3786
164,4618.462,3965.128,3900.0,4331.795,1603753194.3864
165,4613.333,3966.667,3898.974,4332.308,1603753194.3942
166,4617.949,3970.256,3904.103,4333.333,1603753194.402
167,4627.179,3972.821,3910.769,4340.513,1603753194.4099
168,4621.026,3969.231,3906.154,4339.487,1603753194.4177
169,4611.282,3965.128,3899.487,4327.692,1603753194.4254
170,4616.923,3967.692,3902.564,4329.231,1603753194.4333
171,4627.179,3973.333,3906.154,4338.974,1603753194.4411
172,4629.231,3974.359,3901.538,4337.949,1603753194.4491
173,4627.692,3970.769,3898.974,4330.769,1603753194.4569
174,4629.231,3972.308,3905.128,4336.923,1603753194.4648
175,4633.846,3975.385,3909.231,4344.103,1603753194.4726
176,4635.385,3975.897,3905.641,4338.462,1603753194.4805
177,4631.795,3976.923,3902.564,4333.333,1603753194.4884
178,4629.231,3975.385,3904.615,4336.41,1603753194.4963
179,4625.641,3969.231,3905.128,4334.359,1603753194.5041
180,4622.564,3970.769,3904.103,4330.256,1603753194.5118
181,4625.128,3978.974,3904.103,4334.359,1603753194.5196
182,4627.179,3977.436,3904.103,4336.41,1603753194.5274
183,4624.615,3968.718,3903.59,4331.795,1603753194.5352
184,4625.641,3971.282,3907.179,4333.333,1603753194.5429
185,4633.333,3980.513,3912.308,4337.949,1603753194.5507
186,4632.308,3979.487,3910.256,4336.923,1603753194.5584
187,4625.128,3973.333,3905.128,4331.282,1603753194.5663
188,4622.564,3970.256,3904.103,4328.205,1603753194.574
189,4623.077,3971.282,3905.128,4331.282,1603753194.5818
190,4617.436,3970.256,3905.128,4334.872,1603753194.5895
191,4615.385,3970.256,3907.179,4333.846,1603753194.5973
192,4621.026,3970.769,3908.718,4330.769,1603753194.6051
193,4624.615,3971.282,3909.744,4331.795,1603753194.613
194,4625.128,3972.821,3911.795,4332.821,1603753194.6208
195,4623.077,3970.769,3908.718,4328.718,1603753194.6287
196,4618.462,3964.615,3901.538,4325.128,1603753194.6365
197,4616.41,3962.051,3899.487,4325.128,1603753194.6445
198,4615.897,3962.051,3899.487,4322.564,1603753194.6523
199,4618.974,3963.59,3895.897,4317.949,1603753194.6602
200,4626.667,3971.795,3897.436,4321.026,1603753194.668
201,4629.744,3976.923,3903.077,4331.282,1603753194.6759
202,4621.026,3970.769,3903.59,4332.821,1603753194.6838
203,4616.41,3968.205,3902.564,4329.231,1603753194.6916
204,4620.0,3973.333,3906.154,4333.333,1603753194.6994
205,4619.487,3973.333,3906.667,4333.846,1603753194.7071
206,4616.923,3968.718,3905.128,4327.692,1603753194.715
207,4613.846,3966.667,3903.59,4324.615,1603753194.7227
208,4606.154,3962.564,3895.385,4321.538,1603753194.7305
209,4600.513,3956.923,3887.179,4312.821,1603753194.7382
210,4605.128,3956.41,3890.256,4313.333,1603753194.746
211,4610.769,3958.462,3894.359,4321.026,1603753194.7538
212,4612.308,3960.0,3893.333,4324.615,1603753194.7617
213,4614.359,3963.59,3897.436,4325.128,1603753194.7695
214,4618.462,3967.179,3901.538,4325.641,1603753194.7773
215,4618.974,3964.615,3897.949,4325.128,1603753194.785
216,4617.949,3965.128,3898.462,4329.744,1603753194.793
217,4616.923,3969.744,3905.128,4333.846,1603753194.8008
218,4613.846,3967.692,3902.564,4327.692,1603753194.8087
219,4613.846,3965.128,3898.462,4320.513,1603753194.8165
220,4611.795,3964.615,3901.026,4322.051,1603753194.8244
221,4607.692,3961.026,3898.462,4320.0,1603753194.8323
222,4610.769,3959.487,3888.205,4315.897,1603753194.8402
223,4616.923,3965.128,3891.795,4321.026,1603753194.848
224,4614.872,3965.641,3903.077,4328.718,1603753194.8559
225,4619.487,3965.128,3904.103,4335.385,1603753194.8637
226,4630.769,3970.769,3901.538,4340.513,1603753194.8717
227,4628.718,3970.256,3902.564,4339.487,1603753194.8795
228,4622.564,3966.154,3905.128,4338.974,1603753194.8872
229,4626.154,3970.256,3906.154,4342.564,1603753194.8951
230,4625.128,3973.333,3899.487,4340.0,1603753194.9029
231,4622.564,3972.308,3894.359,4334.359,1603753194.9108
232,4626.667,3971.282,3894.359,4333.333,1603753194.9185
233,4626.154,3967.179,3891.282,4332.821,1603753194.9263
234,4618.462,3960.0,3889.744,4330.256,1603753194.934
235,4616.923,3960.0,3893.333,4328.205,1603753194.9418
236,4620.0,3962.564,3890.256,4326.154,1603753194.9496
237,4619.487,3963.59,3889.231,4324.615,1603753194.9575
238,4618.462,3967.179,3897.436,4328.205,1603753194.9653
239,4621.538,3973.333,3897.949,4330.769,1603753194.9732
240,4626.154,3976.41,3896.41,4331.795,1603753194.9811
241,4626.667,3972.821,3902.051,4334.359,1603753194.989
242,4622.051,3966.667,3905.641,4336.923,1603753194.9968
243,4618.974,3964.615,3901.026,4334.359,1603753195.0047
244,4618.974,3964.103,3899.487,4334.872,1603753195.0125
245,4610.256,3955.897,3897.949,4331.795,1603753195.0205
246,4597.436,3947.692,3889.744,4318.974,1603753195.0283
247,4596.41,3949.744,3883.59,4313.846,1603753195.0362
248,4605.128,3952.308,3885.128,4319.487,1603753195.044
249,4610.769,3952.821,3887.692,4318.974,1603753195.0517
250,4612.821,3956.41,3888.205,4315.385,1603753195.0596
251,4608.718,3955.385,3890.256,4317.436,1603753195.0673
252,4601.026,3951.282,3889.744,4315.897,1603753195.0751
253,4605.128,3954.872,3888.718,4317.436,1603753195.0828
254,4608.718,3956.41,3890.256,4323.59,1603753195.0906
255,4605.128,3950.256,3889.744,4323.59,1603753195.0984
256,4606.154,3951.282,3888.718,4322.051,1603753195.1062
257,4608.718,3956.41,3890.256,4327.179,1603753195.1141
258,4607.179,3953.846,3889.231,4326.154,1603753195.1219
259,4605.641,3949.744,3888.205,4322.051,1603753195.1296
260,4603.59,3948.205,3887.692,4323.59,1603753195.1376
261,4602.051,3950.769,3886.667,4323.077,1603753195.1454
262,4602.051,3951.282,3888.205,4321.538,1603753195.1532
263,4603.077,3949.231,3887.692,4320.513,1603753195.1609
264,4603.59,3950.769,3881.538,4319.487,1603753195.1688
265,4606.154,3954.872,3886.667,4323.59,1603753195.1767
266,4607.179,3955.385,3899.487,4330.256,1603753195.1846
267,4606.667,3953.846,3896.923,4327.179,1603753195.1924
268,4607.179,3955.897,3886.154,4321.026,1603753195.2003
269,4607.692,3954.359,3885.128,4320.513,1603753195.2081
270,4609.744,3951.795,3887.692,4320.513,1603753195.2161
271,4612.821,3955.897,3888.205,4321.026,1603753195.2239
272,4616.923,3961.538,3888.205,4324.103,1603753195.2316
273,4616.41,3963.077,3887.692,4324.615,1603753195.2394
274,4615.897,3964.615,3893.333,4324.615,1603753195.2472
275,4618.462,3969.744,3904.103,4330.769,1603753195.255
276,4618.462,3969.744,3907.179,4336.41,1603753195.2627
277,4614.872,3964.103,3902.051,4331.795,1603753195.2705
278,4615.897,3962.051,3895.897,4323.59,1603753195.2782
279,4613.333,3957.436,3890.769,4322.564,1603753195.2861
280,4605.128,3949.231,3888.205,4324.103,1603753195.2938
281,4604.615,3949.231,3887.692,4323.077,1603753195.3016
282,4613.846,3956.41,3888.205,4324.615,1603753195.3093
283,4618.462,3955.897,3894.359,4326.667,1603753195.3172
284,4615.897,3954.359,3900.513,4328.205,1603753195.3251
285,4615.385,3955.385,3900.0,4329.744,1603753195.3329
286,4615.897,3955.385,3898.974,4330.769,1603753195.3406
287,4614.359,3957.436,3903.59,4330.769,1603753195.3485
288,4616.41,3960.0,3903.59,4329.744,1603753195.3563
289,4619.487,3961.026,3898.462,4330.256,1603753195.3643
290,4620.0,3963.077,3897.949,4330.256,1603753195.3721
291,4622.051,3967.179,3903.077,4332.821,1603753195.38
292,4623.077,3967.692,3904.103,4333.333,1603753195.3878
293,4619.487,3964.103,3900.0,4327.692,1603753195.3957
294,4617.949,3961.538,3894.359,4322.051,1603753195.4036
295,4620.513,3962.564,3889.744,4321.026,1603753195.4113
296,4620.0,3961.026,3885.641,4318.462,1603753195.4191
297,4617.949,3953.846,3884.615,4311.282,1603753195.4268
298,4617.949,3949.744,3884.103,4307.692,1603753195.4346
299,4619.487,3955.897,3884.103,4310.769,1603753195.4424
300,4625.641,3965.128,3892.308,4322.564,1603753195.4502
