title:your record name, start timestamp:1602278659.767706, stop timestamp:1602278690.070291, headset type:EPOC, headset serial:78629554, headset firmware:1e00, subject name:alzaabi.su, channels:38, sampling rate:128, samples:3876      , version:2.0
Timestamp,EEG.Counter,EEG.Interpolated,EEG.AF3,EEG.F7,EEG.F3,EEG.FC5,EEG.T7,EEG.P7,EEG.O1,EEG.O2,EEG.P8,EEG.T8,EEG.FC6,EEG.F4,EEG.F8,EEG.AF4,EEG.RawCq,EEG.Battery,MarkerIndex,MarkerType,MarkerValueInt,EEG.MarkerHardware,CQ.AF3,CQ.F7,CQ.F3,CQ.FC5,CQ.T7,CQ.P7,CQ.O1,CQ.O2,CQ.P8,CQ.T8,CQ.FC6,CQ.F4,CQ.F8,CQ.AF4,CQ.Overall
1602278659.767706,56.000000,0.000000,3899.487061,4621.025879,4166.666504,4258.974121,3970.256348,4624.102539,3957.435791,3880.000000,4302.563965,4050.256348,4210.769043,4139.487305,4103.589844,3972.820557,0.000000,4.000000,,,,0.000000,4.000000,4.000000,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,1.000000,4.000000,4.000000,4.000000,2.000000,25.000000
1602278659.775632,57.000000,0.000000,3896.923096,4621.025879,4161.538574,4257.948730,3964.102539,4623.589844,3961.538574,3878.974365,4300.512695,4056.410156,4220.000000,4144.102539,4097.948730,3972.820557,0.000000,4.000000,,,,0.000000,4.000000,4.000000,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,1.000000,4.000000,4.000000,4.000000,2.000000,25.000000
1602278659.783457,58.000000,0.000000,3901.538574,4633.333496,4168.717773,4252.307617,3963.589844,4634.871582,3973.846191,3882.051270,4303.077148,4056.410156,4214.358887,4146.666504,4098.974121,3974.871826,0.000000,4.000000,,,,0.000000,4.000000,4.000000,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,1.000000,4.000000,4.000000,4.000000,2.000000,25.000000
1602278659.791382,59.000000,0.000000,3909.743652,4644.102539,4169.743652,4261.025879,3969.743652,4638.461426,3970.769287,3884.615479,4301.025879,4050.769287,4210.256348,4144.615234,4105.641113,3975.897461,0.000000,4.000000,,,,0.000000,4.000000,4.000000,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,1.000000,4.000000,4.000000,4.000000,2.000000,25.000000
1602278659.799208,60.000000,0.000000,3905.641113,4638.974121,4163.589844,4272.820313,3960.512939,4627.692383,3957.435791,3879.487061,4293.846191,4049.743652,4212.820313,4139.487305,4096.922852,3973.846191,0.000000,4.000000,,,,0.000000,4.000000,4.000000,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,1.000000,4.000000,4.000000,4.000000,2.000000,25.000000
1602278659.807133,61.000000,0.000000,3900.000000,4627.692383,4156.922852,4265.641113,3954.358887,4623.077148,3960.000000,3874.358887,4292.820313,4051.794922,4209.230957,4137.436035,4085.641113,3971.281982,0.000000,4.000000,,,,0.000000,4.000000,4.000000,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,1.000000,4.000000,4.000000,4.000000,2.000000,25.000000
1602278659.814958,62.000000,0.000000,3904.615479,4622.563965,4164.615234,4256.410156,3958.461426,4623.077148,3961.538574,3876.923096,4298.461426,4054.358887,4205.641113,4140.000000,4088.718018,3977.948730,0.000000,4.000000,,,,0.000000,4.000000,4.000000,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,1.000000,4.000000,4.000000,4.000000,2.000000,25.000000
1602278659.822883,63.000000,0.000000,3905.641113,4625.128418,4167.179688,4263.589844,3956.410156,4614.358887,3951.281982,3881.025635,4296.922852,4052.307617,4212.820313,4144.102539,4101.538574,3980.000000,0.000000,4.000000,,,,0.000000,4.000000,4.000000,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,1.000000,4.000000,4.000000,4.000000,2.000000,25.000000
1602278659.830708,64.000000,0.000000,3902.564209,4635.897461,4164.615234,4264.615234,3965.641113,4617.436035,3960.512939,3885.641113,4299.487305,4050.256348,4221.025879,4145.128418,4109.743652,3980.512939,0.000000,4.000000,,,,0.000000,4.000000,4.000000,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,1.000000,4.000000,4.000000,4.000000,2.000000,25.000000
1602278659.838433,65.000000,0.000000,3905.128174,4635.897461,4165.128418,4253.333496,3972.820557,4632.820313,3980.512939,3889.230713,4311.282227,4050.769287,4216.922852,4142.563965,4100.000000,3983.076904,425.000000,4.000000,,,,0.000000,4.000000,4.000000,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,1.000000,4.000000,4.000000,4.000000,2.000000,25.000000
