,P7,O1,O2,P8,TIME
0,4603.59,3957.436,3931.795,4305.128,1603039428.3806
1,4601.538,3949.744,3926.154,4304.615,1603039428.3885
2,4611.795,3960.0,3926.667,4306.154,1603039428.3963
3,4625.641,3968.205,3929.231,4307.179,1603039428.4042
4,4634.359,3965.128,3929.744,4309.231,1603039428.412
5,4626.154,3963.077,3929.744,4308.718,1603039428.42
6,4613.333,3965.641,3932.308,4308.205,1603039428.4278
7,4614.872,3965.641,3936.41,4311.282,1603039428.4357
8,4623.59,3965.641,3933.333,4311.795,1603039428.4435
9,4615.897,3966.667,3929.744,4308.718,1603039428.4514
10,4602.564,3962.564,3930.769,4306.667,1603039428.4593
11,4610.256,3965.128,3936.923,4312.821,1603039428.4672
12,4625.128,3971.795,3943.59,4319.487,1603039428.475
13,4617.949,3966.667,3942.051,4319.487,1603039428.4827
14,4602.564,3951.795,3930.256,4309.744,1603039428.4906
15,4606.154,3953.333,3929.231,4305.641,1603039428.4983
16,4617.436,3963.59,3937.436,4311.282,1603039428.5061
17,4622.051,3968.205,3938.974,4320.513,1603039428.5138
18,4613.846,3967.179,3933.846,4320.513,1603039428.5216
19,4603.59,3965.641,3928.718,4310.769,1603039428.5294
20,4609.231,3968.205,3931.795,4310.256,1603039428.5372
21,4622.051,3966.667,3933.846,4315.385,1603039428.5449
22,4622.564,3960.513,3928.205,4311.795,1603039428.5527
23,4613.846,3957.949,3923.59,4307.179,1603039428.5604
24,4611.282,3958.462,3923.59,4307.692,1603039428.5684
25,4613.846,3958.462,3920.0,4305.128,1603039428.5762
26,4610.769,3956.41,3913.846,4298.462,1603039428.5841
27,4600.0,3953.333,3909.231,4288.718,1603039428.5919
28,4605.128,3957.436,3911.795,4286.667,1603039428.5998
29,4618.462,3964.103,3918.462,4297.949,1603039428.6077
30,4617.436,3963.077,3922.051,4305.641,1603039428.6156
31,4612.821,3962.051,3924.615,4307.179,1603039428.6234
32,4616.923,3964.103,3927.692,4312.821,1603039428.6313
33,4606.154,3951.795,3918.462,4307.179,1603039428.6391
34,4589.231,3940.0,3907.692,4294.359,1603039428.6469
35,4593.846,3949.231,3909.744,4295.385,1603039428.6547
36,4605.641,3960.513,3917.949,4297.949,1603039428.6624
37,4602.051,3962.051,3924.615,4299.487,1603039428.6702
38,4596.923,3965.641,3928.205,4304.103,1603039428.6779
39,4598.462,3969.744,3925.641,4302.051,1603039428.6858
40,4593.333,3962.564,3921.026,4294.359,1603039428.6935
41,4583.59,3955.897,3918.974,4296.41,1603039428.7013
42,4584.103,3957.436,3916.41,4298.974,1603039428.709
43,4589.744,3958.462,3916.923,4298.462,1603039428.7168
